"","week","group","mouse","weight","sex"
"12518",48,"group 3","139","36.5","female"
"12519",49,"group 3","139","37.5","female"
"12520",50,"group 3","139","37.8","female"
"12521",51,"group 3","139","36.5","female"
"12522",52,"group 3","139","42","female"
"12523",53,"group 3","139","38.1","female"
"12524",54,"group 3","139","39","female"
"12525",55,"group 3","139","36.8","female"
"12526",56,"group 3","139","35.4","female"
"12527",57,"group 3","139","36.8","female"
"12528",58,"group 3","139","38.4","female"
"12529",59,"group 3","139","36.9","female"
"12530",60,"group 3","139","36.2","female"
"12531",61,"group 3","139","36.2","female"
"12532",62,"group 3","139","38.3","female"
"12533",63,"group 3","139","35.3","female"
"12534",64,"group 3","139","36","female"
"12535",65,"group 3","139","35.8","female"
"12536",66,"group 3","139","35.9","female"
"12537",67,"group 3","139","34.9","female"
"12538",68,"group 3","139","32.8","female"
"12539",69,"group 3","139","44.1","female"
"12540",70,"group 3","139","33.5","female"
"12541",71,"group 3","139","32.8","female"
"12542",72,"group 3","139","30.9","female"
"12543",73,"group 3","139","30.8","female"
"12563",1,"group 3","140","15.5","female"
"12564",2,"group 3","140","18.2","female"
"12565",3,"group 3","140","18.899999999999999","female"
"12566",4,"group 3","140","20","female"
"12567",5,"group 3","140","21.5","female"
"12568",6,"group 3","140","21.6","female"
"12569",7,"group 3","140","22.5","female"
"12570",8,"group 3","140","22.1","female"
"12571",9,"group 3","140","24.1","female"
"12572",10,"group 3","140","23","female"
"12573",11,"group 3","140","23.6","female"
"12655",1,"group 3","141","15.6","female"
"12656",2,"group 3","141","18.8","female"
"12657",3,"group 3","141","18.5","female"
"12658",4,"group 3","141","20.1","female"
"12659",5,"group 3","141","20.2","female"
"12660",6,"group 3","141","20.4","female"
"12661",7,"group 3","141","20","female"
"12662",8,"group 3","141","22.1","female"
"12663",9,"group 3","141","22.4","female"
"12664",10,"group 3","141","22","female"
"12665",11,"group 3","141","22","female"
"12666",12,"group 3","141","23","female"
"12667",13,"group 3","141","21.6","female"
"12668",14,"group 3","141","22.2","female"
"12669",15,"group 3","141","23.6","female"
"12670",16,"group 3","141","24.3","female"
"12671",17,"group 3","141","23.5","female"
"12672",18,"group 3","141","23.8","female"
"12673",19,"group 3","141","26.2","female"
"12674",20,"group 3","141","24.7","female"
"12675",21,"group 3","141","25.8","female"
"12676",22,"group 3","141","27.4","female"
"12677",23,"group 3","141","27.1","female"
"12678",24,"group 3","141","26.1","female"
"12679",25,"group 3","141","25","female"
"12680",26,"group 3","141","26.2","female"
"12681",27,"group 3","141","28.2","female"
"12682",28,"group 3","141","26.9","female"
"12683",29,"group 3","141","26.3","female"
"12684",30,"group 3","141","27.4","female"
"12685",31,"group 3","141","26.5","female"
"12686",32,"group 3","141","27.4","female"
"12687",33,"group 3","141","27.6","female"
"12688",34,"group 3","141","26.6","female"
"12689",35,"group 3","141","27.2","female"
"12690",36,"group 3","141","27.3","female"
"12691",37,"group 3","141","26.9","female"
"12692",38,"group 3","141","26.8","female"
"12693",39,"group 3","141","25.8","female"
"12694",40,"group 3","141","26.4","female"
"12695",41,"group 3","141","26.5","female"
"12696",42,"group 3","141","27.9","female"
"12697",43,"group 3","141","26.3","female"
"12698",44,"group 3","141","25","female"
"12699",45,"group 3","141","25.7","female"
"12700",46,"group 3","141","26.2","female"
"12701",47,"group 3","141","27.4","female"
"12702",48,"group 3","141","26.7","female"
"12703",49,"group 3","141","26.8","female"
"12704",50,"group 3","141","26.9","female"
"12705",51,"group 3","141","26.5","female"
"12706",52,"group 3","141","26","female"
"12707",53,"group 3","141","27","female"
"12708",54,"group 3","141","27.8","female"
"12709",55,"group 3","141","26.5","female"
"12710",56,"group 3","141","24.6","female"
"12711",57,"group 3","141","27.5","female"
"12712",58,"group 3","141","28.4","female"
"12713",59,"group 3","141","29.8","female"
"12714",60,"group 3","141","28.8","female"
"12715",61,"group 3","141","28.7","female"
"12716",62,"group 3","141","28.5","female"
"12717",63,"group 3","141","28.3","female"
"12718",64,"group 3","141","28.8","female"
"12719",65,"group 3","141","29","female"
"12720",66,"group 3","141","29.1","female"
"12721",67,"group 3","141","28.5","female"
"12722",68,"group 3","141","30.1","female"
"12723",69,"group 3","141","27.7","female"
"12724",70,"group 3","141","27.6","female"
"12725",71,"group 3","141","27.3","female"
"12726",72,"group 3","141","28.4","female"
"12727",73,"group 3","141","26.3","female"
"12747",1,"group 3","142","16.2","female"
"12748",2,"group 3","142","18.9","female"
"12749",3,"group 3","142","18.9","female"
"12750",4,"group 3","142","20.3","female"
"12751",5,"group 3","142","21.4","female"
"12752",6,"group 3","142","22.3","female"
"12753",7,"group 3","142","21.7","female"
"12754",8,"group 3","142","24.7","female"
"12755",9,"group 3","142","26.8","female"
"12756",10,"group 3","142","25.3","female"
"12757",11,"group 3","142","26.1","female"
"12758",12,"group 3","142","26.3","female"
"12759",13,"group 3","142","26.9","female"
"12760",14,"group 3","142","25.5","female"
"12761",15,"group 3","142","28","female"
"12762",16,"group 3","142","26.9","female"
"12763",17,"group 3","142","28","female"
"12764",18,"group 3","142","26.9","female"
"12765",19,"group 3","142","30","female"
"12766",20,"group 3","142","31.2","female"
"12767",21,"group 3","142","30.1","female"
"12768",22,"group 3","142","33.3","female"
"12769",23,"group 3","142","30.9","female"
"12770",24,"group 3","142","32.2","female"
"12771",25,"group 3","142","33.7","female"
"12772",26,"group 3","142","32.9","female"
"12773",27,"group 3","142","34.6","female"
"12774",28,"group 3","142","34.4","female"
"12775",29,"group 3","142","33.7","female"
"12776",30,"group 3","142","31.5","female"
"12777",31,"group 3","142","33.8","female"
"12778",32,"group 3","142","34.8","female"
"12779",33,"group 3","142","33.2","female"
"12780",34,"group 3","142","35.4","female"
"12781",35,"group 3","142","36.5","female"
"12782",36,"group 3","142","35.1","female"
"12783",37,"group 3","142","35.8","female"
"12784",38,"group 3","142","36.8","female"
"12785",39,"group 3","142","35.1","female"
"12786",40,"group 3","142","35.9","female"
"12787",41,"group 3","142","37","female"
"12788",42,"group 3","142","37.1","female"
"12789",43,"group 3","142","37.4","female"
"12790",44,"group 3","142","38.2","female"
"12791",45,"group 3","142","40.2","female"
"12792",46,"group 3","142","40.9","female"
"12793",47,"group 3","142","41.3","female"
"12794",48,"group 3","142","39.9","female"
"12795",49,"group 3","142","39.7","female"
"12796",50,"group 3","142","38.6","female"
"12797",51,"group 3","142","39.5","female"
"12798",52,"group 3","142","39","female"
"12799",53,"group 3","142","38.8","female"
"12800",54,"group 3","142","39.2","female"
"12801",55,"group 3","142","40","female"
"12802",56,"group 3","142","35.4","female"
"12803",57,"group 3","142","36.7","female"
"12804",58,"group 3","142","38.6","female"
"12805",59,"group 3","142","40.5","female"
"12806",60,"group 3","142","37.5","female"
"12807",61,"group 3","142","35","female"
"12808",62,"group 3","142","34.7","female"
"12809",63,"group 3","142","36.8","female"
"12810",64,"group 3","142","36.9","female"
"12811",65,"group 3","142","36.5","female"
"12812",66,"group 3","142","36.1","female"
"12813",67,"group 3","142","35.5","female"
"12814",68,"group 3","142","36.8","female"
"12815",69,"group 3","142","33.8","female"
"12816",70,"group 3","142","33.2","female"
"12817",71,"group 3","142","32.5","female"
"12818",72,"group 3","142","32.6","female"
"12819",73,"group 3","142","32.1","female"
"12839",1,"group 3","143","15.6","female"
"12840",2,"group 3","143","18.600000000000001","female"
"12841",3,"group 3","143","18","female"
"12842",4,"group 3","143","19.399999999999999","female"
"12843",5,"group 3","143","20.100000000000001","female"
"12844",6,"group 3","143","20.2","female"
"12845",7,"group 3","143","20","female"
"12846",8,"group 3","143","22.3","female"
"12847",9,"group 3","143","23.3","female"
"12848",10,"group 3","143","21.9","female"
"12849",11,"group 3","143","22.5","female"
"12850",12,"group 3","143","24.1","female"
"12851",13,"group 3","143","25.2","female"
"12852",14,"group 3","143","22.9","female"
"12853",15,"group 3","143","23.9","female"
"12854",16,"group 3","143","24.8","female"
"12855",17,"group 3","143","23.5","female"
"12856",18,"group 3","143","24.6","female"
"12857",19,"group 3","143","24.3","female"
"12858",20,"group 3","143","25.9","female"
"12859",21,"group 3","143","26.6","female"
"12860",22,"group 3","143","26","female"
"12861",23,"group 3","143","27.4","female"
"12862",24,"group 3","143","26.4","female"
"12863",25,"group 3","143","26.5","female"
"12864",26,"group 3","143","25.7","female"
"12865",27,"group 3","143","27.5","female"
"12866",28,"group 3","143","29.2","female"
"12867",29,"group 3","143","27.4","female"
"12868",30,"group 3","143","26.2","female"
"12869",31,"group 3","143","28.8","female"
"12870",32,"group 3","143","29.3","female"
"12871",33,"group 3","143","27.6","female"
"12872",34,"group 3","143","28.3","female"
"12873",35,"group 3","143","27.8","female"
"12874",36,"group 3","143","28.4","female"
"12875",37,"group 3","143","29.7","female"
"12876",38,"group 3","143","30.1","female"
"12877",39,"group 3","143","27.7","female"
"12878",40,"group 3","143","29","female"
"12879",41,"group 3","143","31","female"
"12880",42,"group 3","143","30.4","female"
"12881",43,"group 3","143","29.8","female"
"12882",44,"group 3","143","34.700000000000003","female"
"12883",45,"group 3","143","31.1","female"
"12884",46,"group 3","143","32.5","female"
"12885",47,"group 3","143","33.299999999999997","female"
"12886",48,"group 3","143","32.1","female"
"12887",49,"group 3","143","31.8","female"
"12888",50,"group 3","143","30.8","female"
"12889",51,"group 3","143","32.5","female"
"12890",52,"group 3","143","30","female"
"12891",53,"group 3","143","32.200000000000003","female"
"12892",54,"group 3","143","33.200000000000003","female"
"12893",55,"group 3","143","31.4","female"
"12894",56,"group 3","143","28.2","female"
"12895",57,"group 3","143","29.6","female"
"12896",58,"group 3","143","31.7","female"
"12897",59,"group 3","143","32.799999999999997","female"
"12898",60,"group 3","143","29.3","female"
"12899",61,"group 3","143","29.9","female"
"12900",62,"group 3","143","29","female"
"12901",63,"group 3","143","29.4","female"
"12902",64,"group 3","143","29.5","female"
"12903",65,"group 3","143","29.1","female"
"12904",66,"group 3","143","29","female"
"12905",67,"group 3","143","29.8","female"
"12906",68,"group 3","143","32.1","female"
"12907",69,"group 3","143","28.5","female"
"12931",1,"group 3","144","14.2","female"
"12932",2,"group 3","144","17.7","female"
"12933",3,"group 3","144","18","female"
"12934",4,"group 3","144","19.3","female"
"12935",5,"group 3","144","19.399999999999999","female"
"12936",6,"group 3","144","20.2","female"
"12937",7,"group 3","144","21.9","female"
"12938",8,"group 3","144","22","female"
"12939",9,"group 3","144","24.1","female"
"12940",10,"group 3","144","23.2","female"
"12941",11,"group 3","144","24.1","female"
"12942",12,"group 3","144","25.5","female"
"12943",13,"group 3","144","24.4","female"
"12944",14,"group 3","144","26","female"
"12945",15,"group 3","144","27.3","female"
"12946",16,"group 3","144","25.8","female"
"12947",17,"group 3","144","28.1","female"
"12948",18,"group 3","144","26.8","female"
"12949",19,"group 3","144","28.7","female"
"12950",20,"group 3","144","29.7","female"
"12951",21,"group 3","144","28.4","female"
"12952",22,"group 3","144","31.1","female"
"12953",23,"group 3","144","30.3","female"
"12954",24,"group 3","144","29.2","female"
"12955",25,"group 3","144","30.9","female"
"12956",26,"group 3","144","29.7","female"
"12957",27,"group 3","144","31.2","female"
"12958",28,"group 3","144","31.5","female"
"12959",29,"group 3","144","31.1","female"
"12960",30,"group 3","144","30","female"
"12961",31,"group 3","144","31.9","female"
"12962",32,"group 3","144","32.5","female"
"12963",33,"group 3","144","30.8","female"
"12964",34,"group 3","144","32.6","female"
"12965",35,"group 3","144","33.9","female"
"12966",36,"group 3","144","31.8","female"
"12967",37,"group 3","144","33.200000000000003","female"
"12968",38,"group 3","144","34.200000000000003","female"
"12969",39,"group 3","144","31.5","female"
"12970",40,"group 3","144","35.1","female"
"12971",41,"group 3","144","34.299999999999997","female"
"12972",42,"group 3","144","33.6","female"
"12973",43,"group 3","144","33.5","female"
"12974",44,"group 3","144","34.799999999999997","female"
"12975",45,"group 3","144","35","female"
"12976",46,"group 3","144","33.5","female"
"12977",47,"group 3","144","36","female"
"12978",48,"group 3","144","34.4","female"
"12979",49,"group 3","144","32.4","female"
"12980",50,"group 3","144","34","female"
"12981",51,"group 3","144","32.9","female"
"12982",52,"group 3","144","33","female"
"12983",53,"group 3","144","34.200000000000003","female"
"12984",54,"group 3","144","33.799999999999997","female"
"12985",55,"group 3","144","32.4","female"
"12986",56,"group 3","144","28.7","female"
"12987",57,"group 3","144","33","female"
"12988",58,"group 3","144","31.4","female"
"12989",59,"group 3","144","33.6","female"
"12990",60,"group 3","144","31.4","female"
"12991",61,"group 3","144","29.3","female"
"12992",62,"group 3","144","28.2","female"
"12993",63,"group 3","144","28.8","female"
"12994",64,"group 3","144","27.3","female"
"13023",1,"group 3","145","14.2","female"
"13024",2,"group 3","145","17.9","female"
